Annotator A ID,Annotator B ID,Parition ID,Corpora ID,Sentence ID,Text,Annotator A Text,Annotator B Text,Length,Error,Alignment Score,Agreement
4,8,1,4,5251,I'm away from home and cannot verify my MAC address due to no access to digital receiver,I'm away from home and cannot verify my MAC address due to no access to digital receiver,I'm away from home and cannot verify my MAC address due to no access to digital receiver,88,0,1,1
4,8,1,4,5252,I changed my user name why can't i move on then i am very irritated it said everything was completed an i received a email,I changed my user name why can't i move on then [i am very irritated ]it said everything was completed an i received a email,I changed my user name why can't i move on then i am very irritated it said everything was completed an i received a email,122,20,0.8360655738,0
4,8,1,4,5253,"i paid my bill on 10/21 but it does not appear that the money was taken out of my bank account. my cname-- account is showing that I made the payment, but i think something is wrong.","i paid my bill on 10/21 but it does not appear that the money was taken out of my bank account. my cname-- account is showing that I made the payment, [but i think something is wrong].","i paid my bill on 10/21 but it does not appear that the money was taken out of my bank account. my cname-- account is showing that I made the payment, but i think something is wrong.",182,30,0.8351648352,0
4,8,1,4,5255,"I am a subscriber to cname-- interntet and phone, and am unable to play EPIX online content. I am told to ""Authenticate your EPIX Login with your Television Provider.""","I am a subscriber to cname-- interntet and phone, and am unable to play EPIX online content. I am told to ""Authenticate your EPIX Login with your Television Provider.""","[I am a subscriber to cname-- interntet and phone, and am unable to play EPIX online content.] I am told to ""Authenticate your EPIX Login with your Television Provider.""",167,92,0.4491017964,0
4,8,1,4,5256,i GO TO PUT MY ZIPCODE INTO MY SIGN IN ARE AND IT TELLS ME ITS AND INCORRECT ZIPCODE,i GO TO PUT MY ZIPCODE INTO MY SIGN IN [ARE] AND IT TELLS ME ITS AND INCORRECT ZIPCODE,i GO TO PUT MY ZIPCODE INTO MY SIGN IN ARE AND IT TELLS ME ITS AND INCORRECT ZIPCODE,84,3,0.9642857143,0
4,8,1,4,5257,"Every username I try to enter does not work. It says that the username is not available, and this is impossible. Please advise","Every username I try to enter does not work. It says that the username is not available, [and this is impossible. Please advise]","Every username I try to enter does not work.[ It says that the username is not available, and this is impossible. Please advise]",126,43,0.6587301587,1
4,8,1,4,5258,I am currently only getting 4.9 mbs download speed. Is there some sort of local issue effecting my service?,I am currently only getting 4.9 mbs download speed. Is there some sort of local issue effecting my service?,[I am currently only getting 4.9 mbs download speed.] Is there some sort of local issue effecting my service?,107,51,0.523364486,0
4,8,1,4,5259,how do I know time and channel of show I want to record to watch latter,how do I know time and channel of show I want to record to watch latter,how do I know time and channel of show I want to record to watch latter,71,0,1,1
4,8,1,4,5260,is there a way to rewire my tv to a diffent room,is there a way to rewire my tv to a diffent room,is there a way to rewire my tv to a diffent room,48,0,1,1
4,8,1,4,5261,"Thanks, by wasting my time I may go to Hulu and other services and dumping you.","[Thanks, by wasting my time I may go to Hulu and other services and dumping you].","[Thanks, ]by wasting my time I may go to Hulu and other services and dumping you.",79,70,0.1139240506,1
4,8,1,4,5262,cname-- instant video like utube or hbo go is giving me an error page,cname-- instant video like utube or hbo go is giving me an error page,cname-- instant video like utube or hbo go is giving me an error page,69,0,1,1
4,8,1,4,5263,I need my wireless network name and it's not written on the bottom of our router.,I need my wireless network name and it's not written on the bottom of our router.,I need my wireless network name and it's not written on the bottom of our router.,81,0,1,1
4,8,1,4,5264,I was just sent a contract and was locked out of my e-mal until I accepted the contract. Is this the way your contracts are typically signed???,I was just sent a contract and was locked out of my e-mal until I accepted the contract. Is this the way your contracts are typically signed???,I was just sent a contract and was locked out of my e-mal until I accepted the contract. Is this the way your contracts are typically signed???,143,0,1,1
4,8,1,4,5265,Why wont cname-- COME OUT TO WHERE IM LIVING and set up service?,Why wont cname-- COME OUT TO WHERE IM LIVING and set up service?,Why wont cname-- COME OUT TO WHERE IM LIVING and set up service?,64,0,1,1
4,8,1,4,5266,"Im head of household, but your shit software won't let me pay my bill, so that must mean I don't have to pay it.","[Im head of household, but ]your [shit ]software won't let me pay my bill, [so that must mean I don't have to pay it.]","Im head of household, but your shit software won't let me pay my bill, so that must mean I don't have to pay it.",112,72,0.3571428571,0
4,8,1,4,5267,I need the set up code to sinc my onkyo receiver to my cname- remote,I need the set up code to sinc my onkyo receiver to my cname- remote,I need the set up code to sinc my onkyo receiver to my cname- remote,68,0,1,1
4,8,1,4,5268,"how can i cancel my TV service? im not happy with my package, cost or service, im still with in my 3odays","how can i cancel my TV service? im not happy with my package, cost or service, im still with in my 3odays","how can i cancel my TV service?[ im not happy with my package, cost or service, im still with in my 3odays]",105,74,0.2952380952,0
4,8,1,4,5269,"tv screen says one moment please, this channel should be available shortly. Ref Code -------","tv screen says one moment please, this channel should be available shortly. Ref Code -------","tv screen says one moment please, this channel should be available shortly. Ref Code -------",92,0,1,1
4,8,1,4,5270,Can you send me an updated card with my channell guide stations?,Can you send me an updated card with my channell guide stations?,Can you send me an updated card with my channell guide stations?,64,0,1,1
4,8,1,4,5271,Need to remove silver package TV channels and continue with the basic package.,Need to remove silver package TV channels and continue with the basic package.,Need to remove silver package TV channels and continue with the basic package.,78,0,1,1
4,8,1,4,5272,My Wi-Fi is down due to a ssl being unsecured. How do I fix that?,My Wi-Fi is down due to a ssl being unsecured. How do I fix that?,My Wi-Fi is down due to a ssl being unsecured. How do I fix that?,65,0,1,1
4,8,1,4,5273,This web page is not working it will not let me go to the page it keeps saying session is expired,This web page is not working it will not let me go to the page it keeps saying session is expired,This web page is not working it will not let me go to the page it keeps saying session is expired,97,0,1,1
4,8,1,4,5274,Why does our cable always say we're not subscribed when I know we are. I'm really getting tired of this.,Why does our cable always say we're not subscribed when I know we are. [I'm really getting tired of this.],Why does our cable always say we're not subscribed when I know we are.[ I'm really getting tired of this.],104,0,1,1
