Annotator A ID,Annotator B ID,Parition ID,Corpora ID,Sentence ID,Text,Annotator A Text,Annotator B Text,Length,Error,Alignment Score,Agreement
5,7,2,1,6507,What advantage is there in booking directly with an airline rather than through an agent? I have almost always booked with the airline but now have an agent whose price is around $50 cheaper than airline and airline does not have price match.,What advantage is there in booking directly with an airline rather than through an agent? [I have almost always booked with the airline but now have an agent whose price is around $50 cheaper than airline and airline does not have price match.],What advantage is there in booking directly with an airline rather than through an agent? I have almost always booked with the airline but now have an agent whose price is around $50 cheaper than airline and airline does not have price match.,242,152,0.3719008264,0
5,7,2,1,6508,"Hi, Could someone please confirm if CX 884 - HKG-LAX business class seats are truly lie flat seats? The aircraft code shows 773, travel agent says they are lie flat but Seatguru shows them as recliners. Help is appreciated. Cheers","Hi, Could someone please confirm if CX 884 - HKG-LAX business class seats are truly lie flat seats? [The aircraft code shows 773, travel agent says they are lie flat but Seatguru shows them as recliners. Help is appreciated. Cheers]","Hi, Could someone please confirm if CX 884 - HKG-LAX business class seats are truly lie flat seats? The aircraft code shows 773, travel agent says they are lie flat but Seatguru shows them as recliners. Help is appreciated. Cheers",230,130,0.4347826087,0
5,7,2,1,6509,I will be transiting Dubai soon en route to Oz. Never flown anywhere via Dubai before so am a bit wary about alcohol......not drinking it but having it in hand luggage. If I buy a bottle after security screening at LHR will it be a problem at any screening at Dubai before my connecting flight? It is a special gift requested by a friend in Oz.....but don't want to give myself any bother at airports...they are stressful enough places. Any advice?,[I will be transiting Dubai soon en route to Oz. Never flown anywhere via Dubai before so am a bit wary ]about alcohol[......not drinking it but having it in hand luggage. ]If I buy a bottle after security screening at LHR will it be a problem at any screening at Dubai before my connecting flight? [It is a special gift requested by a friend in Oz.....but don't want to give myself any bother at airports...they are stressful enough places. Any advice?],I will be transiting Dubai soon en route to Oz. Never flown anywhere via Dubai before so am a bit wary about alcohol[......not drinking it but having it in hand luggage. ]If I buy a bottle after security screening at LHR will it be a problem at any screening at Dubai before my connecting flight? [It is a special gift requested by a friend in Oz.....but ]don't want to give myself any bother at airports[...they are stressful enough places. ]Any advice?,448,162,0.6383928571,1
5,7,2,1,6514,"Does anyone know where I'd find estimated prices from Atlanta. My vacation destination is up in the air at this point and I'm flexible so I'd like to find a listing of places that are cheap to fly. Mexico, carribean, central american are all good choices. Thanks in advance.","[Does anyone know where I'd find ]estimated prices from Atlanta. [My vacation destination is up in the air at this point and I'm flexible so I'd like] to find a listing of places that are cheap to fly. [Mexico, carribean, central american are all good choices. Thanks in advance.]","Does anyone know where I'd find estimated prices from Atlanta. [My vacation destination is up in the air at this point and I'm flexible so I'd like to find a listing of places that are cheap to fly. ]Mexico, carribean, central american are all good choices. Thanks in advance.",274,157,0.4270072993,1
5,7,2,1,6518,It's from BA and finds the cheapest BA flight on a route britishairways.com/travel/…en_gb,It's from BA and finds the cheapest BA flight on a route britishairways.com/travel/…en_gb,It's from BA and finds the cheapest BA flight on a route britishairways.com/travel/…en_gb,89,0,1,1
5,7,2,1,6520,Hi My daughter and I will have a 14 hour stopover from 20.20 on Sunday 7th August to 10.50 on Monday 8th August. Never been to Atlanta before. Any suggestions? Seems a very long time to be doing nothing. Thanks,[Hi My daughter and I will have a 14 hour stopover from 20.20 on Sunday 7th August to 10.50 on Monday 8th August.] Never been to Atlanta before. Any suggestions?[ Seems a very long time to be doing nothing. Thanks],Hi My daughter and I will have a 14 hour stopover from 20.20 on Sunday 7th August to 10.50 on Monday 8th August. Never been to Atlanta before. Any suggestions? [Seems a very long time to be doing nothing. Thanks],210,112,0.4666666667,1
5,7,2,1,6522,"I'm travelling with Kingfisher next week to Delhi, is there a first class lounge in Terminal 4 that can be used by Kingfisher first class customers?","[I'm travelling with Kingfisher next week to ]Delhi, is there a first class lounge in Terminal 4 that can be used by Kingfisher first class customers?","I'm travelling with Kingfisher next week to Delhi, is there a first class lounge in Terminal 4 that can be used by Kingfisher first class customers?",148,44,0.7027027027,0
5,7,2,1,6528,We are going to fly back home from Dublin > London > Hong Kong. I would like to know if two hours connection time is good enough? Thanks!,We are going to fly back home from Dublin > London > Hong Kong. I would like to know if two hours connection time is good enough? [Thanks!],We are going to fly back home from Dublin > London > Hong Kong. I would like to know if two hours connection time is good enough? Thanks!,137,7,0.9489051095,0
5,7,2,1,6532,"Last night a guy travelling alone was moved from his seat into an exit row before takeoff.He used a cane , had severe walking difficulties and coordination problems..I think he had Cerebral Palsy. We were in the row behind and asked whether this was okay to the chief stewardess.Her reply was that there were 2 able bodied passengers capable of opening the door so it was okay.If there was an emergency waiting for him or trying to get around him would be difficult as would communication . We have heard the exit row spiel many times and they always say you must report to the crew if you are not able to fulfill duties and so does the written onboard . Just curious if this is safe practice. (Air Asia flight 1 hr duration)","Last night a guy travelling alone was moved from his seat into an exit row before takeoff.He used a cane , had severe walking difficulties and coordination problems[..I think he had Cerebral Palsy. We were in the row behind and asked whether this was okay to the chief stewardess.Her reply was that there were 2 able bodied passengers capable of opening the door so it was okay.If there was an emergency waiting for him or trying to get around him would be difficult as would communication . We have heard the exit row spiel many times and they always say you must report to the crew if you are not able to fulfill duties and so does the written onboard . ]Just curious if this is safe practice. [(Air Asia flight 1 hr duration)]","Last night a guy travelling alone was moved from his seat into an exit row before takeoff.He used a cane , had severe walking difficulties and coordination problems..I think he had Cerebral Palsy. We were in the row behind and asked whether this was okay to the chief stewardess.Her reply was that there were 2 able bodied passengers capable of opening the door so it was okay.If there was an emergency waiting for him or trying to get around him would be difficult as would communication . We have heard the exit row spiel many times and they always say you must report to the crew if you are not able to fulfill duties and so does the written onboard . Just curious if this is safe practice. (Air Asia flight 1 hr duration)",725,522,0.28,0
5,7,2,1,6537,Do Jet 2.com have in flight entertainment handset players on sale from Manchester? Ive heard that Jet2 flying from Leeds have them but maybe not Manchester as yet. Does anyone know? x,Do Jet 2.com have in flight entertainment handset players on sale from Manchester? [Ive heard that Jet2 flying from Leeds have them but maybe not Manchester as yet. Does anyone know? x],Do Jet 2.com have in flight entertainment handset players on sale from Manchester? Ive heard that Jet2 flying from Leeds have them but maybe not Manchester as yet. Does anyone know? x,183,100,0.4535519126,0
