Annotator A ID,Annotator B ID,Parition ID,Corpora ID,Sentence ID,Text,Annotator A Text,Annotator B Text,Length,Error,Alignment Score,Agreement
3,7,2,4,9506,Ihave sent in my zipcode and put iit in my sign in box and it tells me I'm putting in AN INCORRECT ZIP CODE,[Ihave sent in my zipcode and put iit in my sign in box and it tells me I'm putting in AN INCORRECT ZIP CODE],Ihave sent in my zipcode and [put iit in my sign in box and] it tells me I'm putting in AN INCORRECT ZIP CODE,107,76,0.2897196262,1
3,7,2,4,9507,"I moved my receiver to a different TV, the channels are listed but they say ""not authorized"", how do I get the regular channels to show?","I moved my receiver to a different TV, the channels are listed but they say ""not authorized"", how do I get the regular channels to show?","I moved my receiver to a different TV, the channels are listed but they say ""not authorized"", how do I get the regular channels to show?",136,0,1,1
3,7,2,4,9508,my hd isn't working on any of my televisions. I'm getting the local channels in standard definition. What do I need to do?,my hd isn't working on any of my televisions. [I'm getting the local channels in standard definition. What do I need to do?],my hd isn't working on any of my televisions. I'm getting the local channels in standard definition. What do I need to do?,122,76,0.3770491803,0
3,7,2,4,9509,tv and cable will not turn on only get a blue screen,tv and cable will not turn on only get a blue screen,tv and cable will not turn on only get a blue screen,52,0,1,1
3,7,2,4,9510,How do I get to the list of movies on Epix? I am signed in.,How do I get to the list of movies on Epix? [I am signed in.],How do I get to the list of movies on Epix? [I am signed in].,59,0,1,1
3,7,2,4,9511,"I have a complaint about the phone service being so jointly connected to my cable, ie. when the cable is fudging up for little to NO reason the blasted phone is ALSO not working so I cannot call Im N","[I have a complaint about the phone service being so jointly connected to my cable, ie. ]when the cable is fudging up for little to NO reason the blasted phone is ALSO not working so I cannot call Im N","[I have a complaint about the phone service being so jointly connected to my cable, ie. ]when the cable is fudging up for little to NO reason the blasted phone is ALSO not working so I cannot call [Im N]",199,4,0.9798994975,1
3,7,2,4,9512,I can't access pname--- app on my Roku box. It says unable to verify you're on pname--- network. Code L101,I can't access pname--- app on my Roku box. [It says unable to verify you're on pname--- network. Code L101],[I] can't access pname--- app on my Roku box. It says unable to verify you're on pname--- network. Code L101,106,63,0.4056603774,1
3,7,2,4,9514,HI I need to access the foxsport and watch the world series .. Help,[HI ]I need to access the foxsport [and watch the world series .. Help],[HI I ]need to access the foxsport and watch the world series[ .. Help],67,28,0.5820895522,1
3,7,2,4,9515,Unable to load the webpage because the server sent no data. Reload this webpage Press the reload button to resubmit the data needed to load the page.,Unable to load the webpage because the server sent no data. [Reload this webpage Press the reload button to resubmit the data needed to load the page.],Unable to load the webpage because the server sent no data. Reload this webpage Press the reload button to resubmit the data needed to load the page.,149,89,0.4026845638,0
3,7,2,4,9516,I HAVE A DISCONECT DATE OF 11/1/2015 AND I DO NOT GET PAID TILL THE 11/7/2015 AND NEED TO EXTEND IT TILL FRIDAY PLEASE,I HAVE A DISCONECT DATE OF 11/1/2015 [AND I DO NOT GET PAID TILL THE 11/7/2015] AND NEED TO EXTEND IT TILL FRIDAY PLEASE,I HAVE A DISCONECT DATE OF 11/1/2015[ AND I DO NOT GET PAID TILL THE 11/7/2015 AND ]NEED TO EXTEND IT TILL FRIDAY PLEASE,118,4,0.9661016949,1
3,7,2,4,9518,hi I can't seem to access my email with cname--. I was a customer for many years but have since moved away,hi I can't seem to access my email with cname--. [I was a customer for many years but have since moved away],[hi] I can't seem to access my email with cname--. I was a customer[ for many years ]but have since moved away,106,43,0.5943396226,1
3,7,2,4,9519,I cant get live tv on my lap top. I have the red X that says I am out of my home area. I'm not out,I cant get live tv on my lap top. [I have the red X that says I am out of my home area. I'm not out],I cant get live tv on my lap top. I have the red X that says I am out of my home area. I'm not out,98,64,0.3469387755,0
3,7,2,4,9520,How can I delete the extra info. I receive on my incomin g Email?,How can I delete the extra info. I receive on my incomin g Email?,How can I delete the extra info. I receive on my incomin g Email?,65,0,1,1
